Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP0805,40,Non-binary,Data Scientist,Retail,23,Hybrid,32,11,4,High,Burnout,No,Increase,5,Neutral,4,Weekly,Average,Asia,Medium,High
EMP0806,46,Maleale,Project Manager,Retail,14,Onsite,59,14,5,High,Burnout,Yes,Increase,4,Unsatisfied,5,,Poor,Asia,High,Medium
EMP0807,45,Prefer not to say,Software Engineer,Healthcare,21,Remote,38,12,5,Medium,Depression,No,Decrease,2,Neutral,1,Weekly,Poor,Asia,High,Low
EMP0808,58,Prefer not to say,Designer,Education,8,Remote,24,9,5,Low,Anxiety,Yes,Decrease,5,Unsatisfied,5,,Good,Europe,High,High
EMP0809,33,Femaleemale,Software Engineer,Retail,4,Onsite,38,7,4,Medium,,No,Increase,4,Neutral,1,,Poor,Asia,Medium,Medium
EMP0810,41,Prefer not to say,HR,Manufacturing,26,Hybrid,36,2,3,Low,Depression,No,No Change,4,Satisfied,3,Weekly,Average,Oceania,Medium,Medium
EMP0811,42,Non-binary,Designer,IT,35,Hybrid,56,5,5,Low,Anxiety,No,No Change,4,Unsatisfied,3,Weekly,Poor,Europe,High,Medium
EMP0812,34,Non-binary,Software Engineer,Healthcare,33,Hybrid,35,7,5,High,Depression,No,No Change,4,Neutral,5,Weekly,Poor,South America,High,Medium
EMP0813,25,Non-binary,Project Manager,Consulting,10,Onsite,22,9,5,Medium,,Yes,Decrease,2,Unsatisfied,5,Daily,Poor,Asia,High,Low
EMP0814,46,Femaleemale,Software Engineer,Retail,12,Remote,40,10,5,Low,Anxiety,No,Increase,2,Neutral,2,Daily,Poor,Asia,High,Low
EMP0815,58,Femaleemale,Software Engineer,Manufacturing,31,Hybrid,22,6,1,Medium,Depression,No,No Change,2,Neutral,3,,Average,Europe,Low,Low
EMP0816,39,Prefer not to say,Software Engineer,Manufacturing,8,Hybrid,41,13,5,Medium,Burnout,No,Decrease,3,Unsatisfied,4,Daily,Poor,North America,High,Medium
EMP0817,35,Non-binary,Sales,Retail,23,Remote,53,4,4,Low,Burnout,No,No Change,1,Unsatisfied,3,Daily,Good,Africa,Medium,Low
EMP0818,28,Non-binary,Software Engineer,Retail,6,Hybrid,57,15,2,Low,Depression,Yes,No Change,2,Satisfied,1,,Good,South America,Low,Low
EMP0819,35,Maleale,Marketing,Education,9,Remote,51,7,3,Medium,Anxiety,Yes,Decrease,3,Neutral,2,Daily,Average,Africa,Medium,Medium
EMP0820,59,Maleale,Sales,Healthcare,23,Onsite,20,15,4,Medium,Burnout,Yes,No Change,4,Neutral,3,,Average,Asia,Medium,Medium
EMP0821,52,Prefer not to say,Sales,IT,18,Remote,56,12,2,High,Burnout,No,Decrease,1,Satisfied,3,,Average,Asia,Low,Low
EMP0822,52,Maleale,Marketing,Manufacturing,16,Onsite,27,7,3,Low,Depression,Yes,Increase,1,Unsatisfied,3,Weekly,Average,Asia,Medium,Low
EMP0823,51,Non-binary,HR,Healthcare,17,Onsite,29,15,3,High,Anxiety,No,No Change,2,Neutral,3,,Average,Asia,Medium,Low
EMP0824,42,Femaleemale,Designer,Retail,16,Onsite,52,7,5,Low,,Yes,Decrease,2,Neutral,2,Weekly,Average,Oceania,High,Low
EMP0825,48,Prefer not to say,Sales,Healthcare,6,Onsite,45,3,4,Low,Burnout,Yes,Decrease,5,Neutral,5,Weekly,Good,Europe,Medium,High
EMP0826,24,Femaleemale,Designer,Retail,9,Remote,58,7,5,Low,Burnout,No,No Change,4,Satisfied,3,Weekly,Average,South America,High,Medium
EMP0827,45,Prefer not to say,Marketing,Retail,19,Hybrid,23,3,4,High,Burnout,No,No Change,2,Satisfied,5,Weekly,Good,Oceania,Medium,Low
EMP0828,32,Femaleemale,Sales,IT,33,Onsite,27,14,4,Medium,Anxiety,Yes,No Change,2,Satisfied,2,,Average,South America,Medium,Low
EMP0829,50,Prefer not to say,Marketing,Healthcare,21,Hybrid,59,10,3,Medium,Depression,Yes,No Change,4,Neutral,3,Daily,Average,South America,Medium,Medium
EMP0830,46,Non-binary,Marketing,Healthcare,14,Onsite,40,12,4,Medium,Burnout,Yes,Decrease,3,Unsatisfied,2,Weekly,Average,Oceania,Medium,Medium
EMP0831,43,Prefer not to say,HR,IT,30,Onsite,59,11,1,High,,Yes,Increase,3,Unsatisfied,1,Daily,Poor,Europe,Low,Medium
EMP0832,30,Femaleemale,Software Engineer,Manufacturing,2,Remote,58,4,4,High,,Yes,No Change,1,Neutral,4,Daily,Average,Oceania,Medium,Low
EMP0833,24,Maleale,Data Scientist,IT,10,Remote,52,3,2,High,Depression,Yes,Decrease,1,Satisfied,3,Weekly,Average,Asia,Low,Low
EMP0834,43,Femaleemale,Data Scientist,Consulting,4,Hybrid,57,12,3,High,Anxiety,Yes,Increase,3,Unsatisfied,1,Daily,Average,Asia,Medium,Medium
EMP0835,46,Maleale,Sales,Manufacturing,12,Onsite,22,1,5,Medium,Burnout,Yes,Decrease,2,Satisfied,5,,Average,North America,High,Low
EMP0836,55,Non-binary,Sales,IT,23,Remote,25,10,5,Low,Anxiety,No,No Change,3,Neutral,5,Daily,Good,Europe,High,Medium
EMP0837,46,Non-binary,HR,Finance,4,Hybrid,57,14,1,Medium,,No,No Change,1,Satisfied,5,Weekly,Poor,North America,Low,Low
EMP0838,50,Prefer not to say,Project Manager,Finance,22,Hybrid,55,14,3,Medium,Depression,Yes,Increase,2,Neutral,2,Weekly,Good,North America,Medium,Low
EMP0839,54,Femaleemale,HR,Retail,9,Onsite,51,1,4,Medium,Anxiety,No,Decrease,2,Neutral,4,Weekly,Poor,Asia,Medium,Low
EMP0840,31,Prefer not to say,Sales,Retail,15,Onsite,32,9,1,High,,Yes,Decrease,3,Unsatisfied,1,Daily,Poor,Oceania,Low,Medium
EMP0841,51,Non-binary,Sales,Education,1,Hybrid,47,12,5,Medium,Burnout,Yes,Increase,3,Unsatisfied,5,,Average,North America,High,Medium
EMP0842,51,Non-binary,Designer,Manufacturing,3,Onsite,42,12,3,Low,Depression,No,Decrease,5,Satisfied,2,,Good,South America,Medium,High
EMP0843,41,Prefer not to say,Designer,Finance,25,Remote,56,15,2,High,Burnout,Yes,Decrease,4,Neutral,2,Weekly,Poor,Asia,Low,Medium
EMP0844,60,Prefer not to say,Project Manager,Education,12,Onsite,40,7,2,High,,Yes,Decrease,1,Unsatisfied,3,,Average,Oceania,Low,Low
EMP0845,27,Prefer not to say,Designer,Healthcare,28,Onsite,36,12,1,High,Burnout,Yes,No Change,4,Unsatisfied,5,Daily,Average,Oceania,Low,Medium
EMP0846,39,Maleale,Project Manager,Finance,5,Hybrid,31,5,5,Low,Depression,No,Decrease,3,Unsatisfied,1,Daily,Poor,Africa,High,Medium
EMP0847,57,Prefer not to say,HR,Retail,5,Onsite,42,1,5,Medium,Burnout,No,No Change,3,Neutral,5,Weekly,Good,Asia,High,Medium
EMP0848,32,Prefer not to say,Marketing,IT,4,Remote,34,7,5,High,Burnout,Yes,Increase,1,Unsatisfied,1,Daily,Good,Europe,High,Low
EMP0849,42,Non-binary,HR,Consulting,25,Onsite,56,9,3,High,,Yes,Decrease,4,Neutral,2,Daily,Poor,Oceania,Medium,Medium
EMP0850,43,Non-binary,Software Engineer,Manufacturing,10,Remote,53,15,2,Medium,,No,Increase,4,Neutral,1,Daily,Average,North America,Low,Medium
EMP0851,58,Prefer not to say,Data Scientist,Finance,32,Onsite,25,15,1,High,Anxiety,No,No Change,4,Neutral,4,Daily,Good,Africa,Low,Medium
EMP0852,25,Maleale,Sales,IT,32,Remote,31,15,3,Low,Anxiety,No,Decrease,2,Satisfied,1,Weekly,Poor,Oceania,Medium,Low
EMP0853,59,Femaleemale,Marketing,Healthcare,30,Hybrid,21,3,2,High,,No,Increase,2,Neutral,1,,Poor,Oceania,Low,Low
EMP0854,28,Prefer not to say,HR,Finance,19,Remote,58,9,1,Medium,,No,No Change,4,Neutral,4,,Poor,Asia,Low,Medium
EMP0855,41,Femaleemale,HR,IT,5,Remote,29,13,1,High,,No,Increase,3,Satisfied,1,,Poor,Europe,Low,Medium
EMP0856,45,Non-binary,Designer,Manufacturing,28,Remote,56,5,1,High,Burnout,No,Increase,4,Unsatisfied,1,Weekly,Average,Asia,Low,Medium
EMP0857,37,Maleale,Sales,Healthcare,14,Remote,48,1,1,Low,Anxiety,Yes,No Change,3,Satisfied,2,Weekly,Poor,Oceania,Low,Medium
EMP0858,27,Non-binary,Software Engineer,Manufacturing,2,Hybrid,60,2,1,Low,Depression,No,Increase,3,Unsatisfied,4,Daily,Average,South America,Low,Medium
EMP0859,46,Femaleemale,Project Manager,Retail,29,Hybrid,26,8,5,High,Depression,Yes,No Change,3,Neutral,4,Weekly,Good,Asia,High,Medium
EMP0860,48,Prefer not to say,Data Scientist,IT,15,Onsite,21,8,1,High,,Yes,No Change,3,Satisfied,2,Weekly,Good,Europe,Low,Medium
EMP0861,35,Prefer not to say,Marketing,Healthcare,27,Onsite,20,8,3,High,Burnout,No,No Change,3,Unsatisfied,4,,Poor,Europe,Medium,Medium
EMP0862,32,Maleale,Data Scientist,Finance,26,Onsite,58,9,1,Low,Depression,Yes,Increase,3,Neutral,4,,Poor,South America,Low,Medium
EMP0863,36,Femaleemale,Marketing,Retail,10,Hybrid,39,10,3,Medium,Anxiety,No,Increase,5,Neutral,1,Daily,Poor,North America,Medium,High
EMP0864,24,Non-binary,Data Scientist,Healthcare,6,Onsite,43,11,2,High,Depression,Yes,No Change,4,Satisfied,1,Daily,Poor,Asia,Low,Medium
EMP0865,58,Femaleemale,Sales,Healthcare,19,Remote,43,13,3,Medium,,Yes,No Change,3,Unsatisfied,4,Daily,Poor,North America,Medium,Medium
EMP0866,53,Non-binary,Marketing,Consulting,25,Onsite,28,5,2,Low,,Yes,No Change,5,Unsatisfied,3,Weekly,Average,South America,Low,High
EMP0867,35,Prefer not to say,HR,Consulting,32,Hybrid,24,13,3,Low,,No,Decrease,4,Unsatisfied,1,Weekly,Average,Africa,Medium,Medium
EMP0868,26,Prefer not to say,Project Manager,Education,5,Hybrid,51,0,4,Low,,Yes,Decrease,2,Unsatisfied,1,Daily,Good,North America,Medium,Low
EMP0869,50,Non-binary,Data Scientist,Healthcare,29,Remote,29,14,1,Medium,Anxiety,No,No Change,2,Neutral,1,Weekly,Poor,Africa,Low,Low
EMP0870,33,Non-binary,Sales,Manufacturing,16,Onsite,55,4,3,Low,Burnout,Yes,Decrease,3,Neutral,4,Daily,Good,North America,Medium,Medium
EMP0871,30,Femaleemale,Sales,Finance,6,Remote,40,3,5,Medium,Anxiety,Yes,No Change,5,Unsatisfied,1,,Good,South America,High,High
EMP0872,60,Non-binary,Marketing,Finance,12,Onsite,43,3,1,High,Burnout,Yes,Decrease,3,Satisfied,2,,Poor,Asia,Low,Medium
EMP0873,59,Femaleemale,Software Engineer,Education,22,Hybrid,29,2,1,Medium,Anxiety,No,Increase,5,Neutral,2,Weekly,Average,Europe,Low,High
EMP0874,57,Non-binary,Designer,Healthcare,35,Hybrid,48,9,1,High,Burnout,Yes,No Change,4,Neutral,1,Weekly,Poor,Africa,Low,Medium
EMP0875,47,Prefer not to say,Designer,Manufacturing,1,Hybrid,38,10,4,Low,,No,No Change,4,Neutral,3,Daily,Poor,North America,Medium,Medium
EMP0876,37,Prefer not to say,Designer,Consulting,33,Hybrid,42,1,3,Low,Burnout,Yes,Decrease,4,Satisfied,5,,Average,North America,Medium,Medium
EMP0877,37,Non-binary,Software Engineer,Retail,2,Remote,34,14,3,Low,Depression,No,No Change,2,Satisfied,2,Daily,Average,Europe,Medium,Low
EMP0878,35,Maleale,HR,Consulting,8,Hybrid,48,7,3,High,Depression,No,No Change,1,Neutral,4,,Good,Africa,Medium,Low
EMP0879,49,Non-binary,Sales,Manufacturing,26,Remote,57,3,4,Low,Anxiety,No,No Change,3,Satisfied,4,Daily,Average,South America,Medium,Medium
EMP0880,42,Femaleemale,Marketing,Retail,22,Onsite,59,8,5,High,Anxiety,No,Decrease,4,Unsatisfied,1,Daily,Average,Africa,High,Medium
EMP0881,53,Non-binary,Project Manager,Education,17,Onsite,30,10,2,Low,,No,Increase,2,Satisfied,4,Weekly,Poor,Africa,Low,Low
EMP0882,29,Maleale,Software Engineer,IT,28,Onsite,29,9,5,Low,,Yes,Increase,4,Unsatisfied,5,Weekly,Good,Oceania,High,Medium
EMP0883,31,Femaleemale,Project Manager,Education,25,Remote,21,10,1,High,Depression,Yes,Increase,5,Unsatisfied,5,Weekly,Poor,Africa,Low,High
EMP0884,47,Non-binary,Project Manager,Retail,30,Remote,23,14,1,High,Anxiety,Yes,Increase,4,Unsatisfied,1,Daily,Poor,Oceania,Low,Medium
EMP0885,57,Maleale,Software Engineer,Consulting,34,Remote,53,1,2,High,Anxiety,No,Increase,3,Unsatisfied,2,,Average,South America,Low,Medium
EMP0886,59,Non-binary,Designer,Finance,13,Hybrid,30,6,1,High,,No,No Change,3,Unsatisfied,2,Daily,Poor,North America,Low,Medium
EMP0887,51,Femaleemale,Marketing,Retail,19,Onsite,60,10,5,Medium,Depression,No,No Change,4,Neutral,2,Weekly,Average,Asia,High,Medium
EMP0888,30,Femaleemale,Software Engineer,Consulting,20,Onsite,50,5,2,Low,Burnout,Yes,Increase,2,Neutral,5,,Good,Oceania,Low,Low
EMP0889,46,Prefer not to say,Marketing,IT,25,Remote,31,14,4,Low,Anxiety,Yes,Decrease,3,Unsatisfied,4,Weekly,Average,Africa,Medium,Medium
EMP0890,39,Femaleemale,Software Engineer,Manufacturing,19,Hybrid,49,0,4,Medium,Burnout,No,Decrease,2,Satisfied,5,Weekly,Good,Africa,Medium,Low
EMP0891,57,Prefer not to say,HR,Consulting,2,Remote,35,4,4,Low,,Yes,Increase,4,Neutral,5,Weekly,Average,Oceania,Medium,Medium
EMP0892,36,Femaleemale,HR,Education,35,Remote,26,14,1,Medium,Anxiety,No,Increase,1,Satisfied,1,,Average,North America,Low,Low
EMP0893,28,Prefer not to say,Marketing,Retail,23,Onsite,60,15,2,Medium,,Yes,No Change,4,Neutral,1,,Poor,Oceania,Low,Medium
EMP0894,60,Prefer not to say,Project Manager,Healthcare,3,Onsite,30,10,1,Medium,Depression,Yes,Decrease,1,Unsatisfied,5,,Average,Europe,Low,Low
EMP0895,38,Prefer not to say,Data Scientist,Consulting,21,Remote,25,6,4,High,Anxiety,Yes,Increase,3,Neutral,2,,Average,South America,Medium,Medium
EMP0896,45,Maleale,Marketing,Retail,9,Remote,42,2,2,Medium,Burnout,No,Increase,1,Neutral,2,,Average,Asia,Low,Low
EMP0897,53,Maleale,Sales,Finance,9,Remote,46,13,1,Medium,Burnout,Yes,No Change,5,Satisfied,3,,Good,North America,Low,High
EMP0898,57,Non-binary,Software Engineer,Healthcare,10,Onsite,41,9,3,High,Burnout,No,Increase,4,Neutral,3,Daily,Poor,South America,Medium,Medium
EMP0899,56,Maleale,Marketing,Retail,1,Onsite,39,10,4,High,Depression,No,No Change,4,Satisfied,5,Weekly,Good,Asia,Medium,Medium
EMP0900,33,Maleale,Data Scientist,IT,11,Onsite,58,2,4,High,Depression,No,Increase,1,Satisfied,2,Weekly,Average,Europe,Medium,Low
EMP0901,33,Femaleemale,Project Manager,IT,5,Remote,51,0,3,Medium,Burnout,No,Decrease,1,Unsatisfied,1,Daily,Average,Europe,Medium,Low
EMP0902,60,Femaleemale,Sales,Finance,8,Onsite,22,14,2,Medium,Depression,No,No Change,3,Neutral,1,Weekly,Average,Africa,Low,Medium
EMP0903,39,Non-binary,Software Engineer,Manufacturing,22,Onsite,26,7,3,Medium,Depression,Yes,Increase,4,Satisfied,5,Weekly,Poor,Asia,Medium,Medium
EMP0904,58,Maleale,Data Scientist,Healthcare,20,Remote,25,11,4,High,Burnout,Yes,No Change,1,Neutral,1,Daily,Good,Asia,Medium,Low
EMP0905,60,Non-binary,HR,Consulting,32,Hybrid,28,1,4,High,Anxiety,No,Decrease,1,Unsatisfied,1,Daily,Average,Africa,Medium,Low
EMP0906,43,Maleale,Project Manager,IT,30,Remote,54,3,5,Low,Burnout,No,No Change,1,Neutral,1,Daily,Good,North America,High,Low
EMP0907,48,Non-binary,Designer,Consulting,3,Remote,34,13,5,Medium,,Yes,Decrease,5,Neutral,3,Daily,Poor,Africa,High,High
EMP0908,60,Maleale,Software Engineer,Retail,9,Hybrid,28,12,5,Medium,Anxiety,Yes,Increase,1,Unsatisfied,3,Weekly,Good,Africa,High,Low
EMP0909,45,Femaleemale,Software Engineer,Retail,15,Onsite,37,12,2,Low,Burnout,No,Increase,3,Satisfied,5,Weekly,Poor,Africa,Low,Medium
EMP0910,58,Prefer not to say,Software Engineer,IT,5,Remote,50,8,3,Low,Anxiety,Yes,Decrease,3,Neutral,2,Weekly,Good,South America,Medium,Medium
EMP0911,22,Prefer not to say,Designer,IT,29,Hybrid,21,5,5,Low,,Yes,No Change,1,Unsatisfied,1,Weekly,Good,Europe,High,Low
EMP0912,42,Non-binary,Data Scientist,Retail,3,Remote,32,0,5,Medium,Depression,Yes,No Change,2,Satisfied,5,Weekly,Good,Asia,High,Low
EMP0913,44,Non-binary,Sales,Retail,28,Hybrid,56,10,3,Low,Anxiety,No,No Change,4,Satisfied,1,Daily,Poor,Asia,Medium,Medium
EMP0914,43,Prefer not to say,Data Scientist,IT,34,Onsite,42,7,5,Medium,Burnout,Yes,No Change,3,Satisfied,3,Daily,Poor,Asia,High,Medium
EMP0915,35,Maleale,Designer,Consulting,33,Hybrid,22,1,3,Medium,Burnout,Yes,Decrease,3,Satisfied,3,Daily,Poor,North America,Medium,Medium
EMP0916,47,Prefer not to say,Software Engineer,Education,23,Remote,28,10,5,Low,,No,Decrease,2,Satisfied,1,,Average,Africa,High,Low
EMP0917,49,Non-binary,Project Manager,Manufacturing,9,Hybrid,31,8,5,Medium,Burnout,No,Increase,3,Neutral,5,Weekly,Average,North America,High,Medium
EMP0918,49,Femaleemale,Software Engineer,Finance,34,Hybrid,59,0,5,High,,No,Decrease,1,Neutral,1,Daily,Average,Asia,High,Low
EMP0919,40,Non-binary,Data Scientist,Education,30,Remote,22,13,5,Low,Anxiety,Yes,Increase,1,Unsatisfied,3,Daily,Average,Europe,High,Low
EMP0920,27,Femaleemale,HR,Consulting,4,Hybrid,21,3,1,Low,Burnout,Yes,Increase,4,Unsatisfied,2,Weekly,Good,Asia,Low,Medium
EMP0921,34,Maleale,Software Engineer,Healthcare,25,Remote,54,8,4,Medium,Depression,No,Increase,1,Neutral,1,Daily,Average,Africa,Medium,Low
EMP0922,48,Prefer not to say,Sales,Healthcare,20,Hybrid,46,7,5,Medium,Depression,Yes,Decrease,2,Satisfied,5,Weekly,Average,Oceania,High,Low
EMP0923,46,Maleale,Sales,Retail,14,Remote,56,2,5,Low,Anxiety,No,Increase,2,Satisfied,1,Weekly,Average,Asia,High,Low
EMP0924,27,Femaleemale,Data Scientist,Finance,9,Hybrid,48,3,3,High,Depression,Yes,Decrease,3,Satisfied,4,,Poor,Oceania,Medium,Medium
EMP0925,50,Prefer not to say,Designer,Education,7,Hybrid,29,8,3,High,Anxiety,Yes,Increase,5,Unsatisfied,5,Daily,Good,Africa,Medium,High
EMP0926,23,Non-binary,Data Scientist,Manufacturing,24,Onsite,59,9,5,Medium,,No,No Change,2,Unsatisfied,3,Daily,Poor,South America,High,Low
EMP0927,35,Prefer not to say,Designer,Healthcare,10,Remote,46,15,5,High,Depression,Yes,Decrease,2,Satisfied,3,Daily,Average,South America,High,Low
EMP0928,59,Prefer not to say,Sales,IT,27,Onsite,27,7,4,Medium,Depression,No,Decrease,3,Neutral,4,Weekly,Good,Asia,Medium,Medium
EMP0929,27,Maleale,Project Manager,Education,22,Hybrid,42,6,4,Low,Anxiety,No,Increase,1,Satisfied,4,,Good,Oceania,Medium,Low
EMP0930,22,Maleale,Project Manager,Finance,15,Remote,39,10,4,Low,Anxiety,No,No Change,4,Neutral,1,Weekly,Average,South America,Medium,Medium
EMP0931,41,Prefer not to say,Designer,Education,23,Remote,34,8,1,Low,Depression,No,No Change,2,Neutral,2,Weekly,Poor,Asia,Low,Low
EMP0932,58,Maleale,Designer,Retail,28,Remote,58,15,2,Low,Anxiety,No,Increase,4,Neutral,3,Weekly,Poor,Oceania,Low,Medium
EMP0933,30,Maleale,HR,Retail,23,Remote,36,3,4,Low,Depression,Yes,No Change,4,Neutral,3,Weekly,Poor,Africa,Medium,Medium
EMP0934,22,Prefer not to say,Project Manager,Manufacturing,15,Remote,52,15,2,Medium,Depression,No,Increase,1,Satisfied,5,,Good,South America,Low,Low
EMP0935,34,Maleale,Software Engineer,Manufacturing,8,Remote,51,5,2,Medium,Anxiety,No,Decrease,4,Satisfied,2,Daily,Average,Asia,Low,Medium
EMP0936,48,Femaleemale,Software Engineer,Manufacturing,25,Onsite,31,10,1,Low,,No,No Change,2,Satisfied,5,Weekly,Good,North America,Low,Low
EMP0937,29,Non-binary,Data Scientist,Retail,10,Hybrid,47,5,3,Medium,Burnout,Yes,Increase,3,Unsatisfied,4,,Average,South America,Medium,Medium
EMP0938,47,Maleale,Marketing,IT,2,Onsite,55,9,1,Low,Anxiety,No,Increase,1,Satisfied,5,,Good,Asia,Low,Low
EMP0939,51,Non-binary,HR,Healthcare,13,Remote,53,3,2,High,Anxiety,Yes,Decrease,3,Neutral,5,Weekly,Average,North America,Low,Medium
EMP0940,60,Femaleemale,Software Engineer,Healthcare,24,Remote,40,13,4,Medium,,No,Increase,5,Neutral,3,Daily,Good,North America,Medium,High
EMP0941,48,Non-binary,Marketing,Manufacturing,29,Onsite,46,9,2,High,Burnout,Yes,Decrease,3,Neutral,4,,Good,North America,Low,Medium
EMP0942,38,Prefer not to say,HR,Retail,5,Onsite,37,0,3,Medium,Anxiety,Yes,Decrease,5,Neutral,1,Weekly,Average,South America,Medium,High
EMP0943,58,Femaleemale,Sales,Consulting,9,Onsite,32,11,3,High,Burnout,Yes,No Change,4,Satisfied,1,,Average,Oceania,Medium,Medium
EMP0944,35,Non-binary,Project Manager,Retail,34,Hybrid,20,12,5,Medium,,No,No Change,2,Satisfied,2,Daily,Good,Asia,High,Low
EMP0945,32,Femaleemale,Designer,IT,33,Onsite,55,10,2,High,Anxiety,No,Increase,3,Satisfied,3,Weekly,Good,Africa,Low,Medium
EMP0946,30,Maleale,Data Scientist,Manufacturing,31,Remote,36,6,1,High,,Yes,Increase,5,Neutral,2,Daily,Average,Africa,Low,High
EMP0947,29,Maleale,Software Engineer,Healthcare,30,Hybrid,48,2,2,Medium,,Yes,No Change,4,Satisfied,5,Daily,Average,North America,Low,Medium
EMP0948,45,Prefer not to say,Sales,Finance,9,Hybrid,42,5,5,Medium,Burnout,No,Decrease,1,Unsatisfied,5,Weekly,Poor,Africa,High,Low
EMP0949,45,Non-binary,Software Engineer,Healthcare,5,Remote,33,12,4,Low,Anxiety,No,Decrease,4,Neutral,2,,Good,Asia,Medium,Medium
EMP0950,41,Femaleemale,Software Engineer,Consulting,30,Remote,45,12,4,Low,Anxiety,No,Decrease,1,Satisfied,5,Daily,Good,Oceania,Medium,Low
EMP0951,56,Prefer not to say,Designer,Finance,2,Remote,43,14,4,Medium,,No,Decrease,1,Unsatisfied,2,Daily,Good,North America,Medium,Low
EMP0952,49,Non-binary,Software Engineer,Finance,5,Remote,59,3,5,Low,Depression,Yes,Decrease,2,Neutral,2,Daily,Good,South America,High,Low
EMP0953,32,Maleale,Marketing,Healthcare,32,Onsite,26,12,3,High,Anxiety,Yes,No Change,1,Unsatisfied,2,,Good,North America,Medium,Low
EMP0954,58,Maleale,Sales,Finance,32,Hybrid,47,7,5,Low,Depression,No,Decrease,1,Satisfied,3,Weekly,Poor,Oceania,High,Low
EMP0955,41,Femaleemale,Marketing,Finance,3,Remote,27,1,2,Medium,,Yes,Increase,2,Neutral,1,Weekly,Good,North America,Low,Low
EMP0956,42,Prefer not to say,Data Scientist,Finance,22,Hybrid,50,2,2,High,,No,Increase,5,Neutral,1,,Good,Asia,Low,High
EMP0957,36,Non-binary,HR,Retail,11,Remote,29,4,2,Low,Depression,Yes,No Change,3,Unsatisfied,3,,Average,Europe,Low,Medium
EMP0958,31,Maleale,Marketing,Healthcare,3,Hybrid,53,6,5,Low,,Yes,Increase,5,Neutral,1,Daily,Poor,Asia,High,High
EMP0959,46,Prefer not to say,Designer,Finance,26,Hybrid,22,13,3,High,Depression,Yes,Decrease,4,Satisfied,4,Daily,Good,Europe,Medium,Medium
EMP0960,41,Prefer not to say,Marketing,Education,14,Onsite,42,2,4,High,Depression,Yes,Increase,3,Neutral,2,Weekly,Good,North America,Medium,Medium
EMP0961,52,Maleale,HR,Retail,17,Remote,20,13,1,Medium,,Yes,Increase,4,Satisfied,2,Daily,Average,Oceania,Low,Medium
EMP0962,51,Femaleemale,HR,Manufacturing,35,Hybrid,20,11,2,Medium,Burnout,Yes,Increase,5,Unsatisfied,2,Daily,Poor,Asia,Low,High
EMP0963,23,Non-binary,Sales,IT,22,Hybrid,32,5,4,High,Anxiety,Yes,Increase,3,Unsatisfied,3,Daily,Average,Europe,Medium,Medium
EMP0964,34,Femaleemale,Project Manager,Education,14,Remote,44,7,3,High,Depression,Yes,Increase,1,Unsatisfied,2,,Average,South America,Medium,Low
EMP0965,37,Prefer not to say,Sales,Education,20,Onsite,38,1,4,Medium,Anxiety,No,No Change,2,Satisfied,4,Weekly,Poor,Oceania,Medium,Low
EMP0966,40,Non-binary,Project Manager,Consulting,4,Hybrid,44,2,3,Low,Burnout,No,Decrease,3,Satisfied,3,Weekly,Average,North America,Medium,Medium
EMP0967,46,Non-binary,Sales,Consulting,11,Remote,43,10,2,High,,No,Decrease,3,Unsatisfied,1,Daily,Poor,Oceania,Low,Medium
EMP0968,28,Prefer not to say,Data Scientist,Education,5,Hybrid,45,3,2,Medium,Depression,No,No Change,2,Neutral,3,,Average,Oceania,Low,Low
EMP0969,26,Maleale,HR,Education,3,Hybrid,24,5,1,Low,Depression,Yes,Decrease,3,Neutral,5,Weekly,Average,Oceania,Low,Medium
EMP0970,25,Femaleemale,Designer,Healthcare,31,Hybrid,37,7,3,High,Burnout,Yes,Increase,3,Neutral,1,Daily,Poor,North America,Medium,Medium
EMP0971,30,Femaleemale,Software Engineer,Finance,22,Remote,48,5,4,Medium,,Yes,Decrease,4,Unsatisfied,3,,Good,Africa,Medium,Medium
EMP0972,57,Maleale,Software Engineer,IT,9,Onsite,29,11,1,Medium,Burnout,No,Increase,3,Satisfied,3,Daily,Good,Europe,Low,Medium
EMP0973,33,Maleale,Software Engineer,Finance,30,Remote,26,9,3,Low,Burnout,No,Increase,2,Unsatisfied,4,Daily,Average,Asia,Medium,Low
EMP0974,38,Femaleemale,Software Engineer,Manufacturing,9,Remote,60,2,2,High,Depression,No,Decrease,3,Unsatisfied,3,Daily,Poor,South America,Low,Medium
EMP0975,43,Femaleemale,HR,Consulting,24,Remote,22,3,4,High,Burnout,Yes,Increase,3,Satisfied,5,,Average,Europe,Medium,Medium
